"Price","Size","Baths","Bedrooms","Fireplace","Acres","Age"
137.606,1.508,1.5,3,0,0.34,19
110.889,1.266,1,3,1,0.03,134
96.004,0.912,1.5,2,0,0.16,18
119.001,1.506,1.5,3,1,0.46,24
74.421,1.928,2,4,1,0.27,134
145.123,1.536,2,3,0,0.98,6
163.728,1.811,2.5,3,1,0.46,19
193.497,1.948,2.5,3,1,1.13,13
73.892,0.864,1.5,3,0,0.07,114
113.367,1.76,1.5,4,1,0.27,133
162.984,1.872,1.5,3,0,0.36,18
202.8,2.25,2.5,4,0,0.31,2
84.291,0.924,1,3,0,0.91,15
98.632,1.406,1.5,2,0,0.16,19
155.713,3.535,3,4,1,4.2,39
146.626,1.561,1.5,3,0,0.33,18
92.932,0.988,2,2,0,0.15,19
164.419,1.785,2.5,3,1,0.16,1
218.184,2.655,2.5,4,1,0.37,1
174.208,2.372,2,3,1,0.44,2
200.713,2.504,2.5,4,1,0.48,14
102.003,1.184,1.5,2,0,0.16,20
85.939,1.527,2,2,1,0.31,17
210.672,1.764,2.5,3,1,1,8
98.389,1.184,1.5,2,0,0.15,18
102.806,1.168,2,3,0,0.14,21
111.239,0.912,1.5,2,0,0.16,20
100.397,0.912,1.5,2,0,0.16,18
117.703,1.492,2.5,3,1,0.17,17
152.786,1.508,2,3,1,0.36,20
87.852,1.27,1,3,0,0.04,110
180.67,2.31,2.5,4,1,0.65,31
55.817,1.688,2,5,0,0.17,119
230.708,2.548,2.5,3,1,0.36,3
93.846,1.385,1.5,2,0,0.15,17
243.276,3.271,2.5,4,1,0.97,1
226.304,1.921,2,3,1,1,0
119.784,1.56,1,2,0,0.36,25
108.478,1.84,1,3,0,0.14,8
154.696,1.704,2.5,3,1,0.43,17
198.622,1.971,2.5,4,0,0.35,11
167.776,3.106,2.5,4,0,5.51,8
84.291,0.924,1,3,0,0.91,15
126.436,1.216,1,3,1,0.49,51
129.609,1.635,1.5,4,0,0.28,52
137.127,1.892,2,3,1,0.25,26
277.235,2.95,2.5,4,1,0.41,1
209.555,2.539,2.5,4,0,0.38,1
101.193,1.375,1.5,2,1,0.07,21
104.084,1.302,1.5,2,1,0.05,17
99.045,0.937,1,2,0,0.13,19
334.556,3.376,2.5,4,1,0.83,7
186.605,2.328,2.5,3,1,0.24,1
210.646,1.994,2,3,1,1,49
230.414,2.623,2.5,4,1,0.53,0
208.253,2.602,2.5,4,1,0.37,1
104.084,1.48,1.5,3,0,0.14,19
94.584,0.924,1,2,1,0.17,19
233.155,3.236,2.5,4,1,2.5,0
227.994,1.973,2.5,3,1,0.27,3
115.649,1.422,1.5,3,0,0.23,20
137.044,1.352,1.5,2,0,0.18,11
261.846,2.772,2.5,4,1,0.29,0
168.739,1.62,2,3,0,0.3,0
236.936,2.5,2.5,4,1,0.46,11
197.581,1.702,1.5,3,1,0.61,16
297.174,2.748,2.5,4,1,0.92,3
155.414,2.31,2.5,4,1,0.6,38
141.76,1.74,1.5,3,0,0.53,36
214.367,2.5,2.5,4,1,0.19,0
146.981,1.832,1.5,3,1,0.67,30
268.26,2.657,2.5,4,1,0.6,15
69.876,0.976,2,2,0,0.34,21
143.768,1.612,1.5,3,1,0.43,37
130.917,1.456,1,3,1,0.49,23
187.701,1.992,2.5,4,1,0.4,30
240.872,2.348,2.5,4,1,0.51,7
206.415,2.676,2.5,4,1,0.89,34
191.79,2.304,2.5,4,1,0.35,0
312.434,3.44,2.5,4,1,0.63,3
217.226,2.593,2.5,4,1,0.28,0
176.618,2.162,2.5,4,1,0.38,19
152.786,1.578,2.5,3,1,0.46,11
190.983,2.088,2.5,4,1,0.49,22
99.082,0.924,1,2,1,0.15,20
148.585,1.734,1.5,4,1,0.45,34
129.868,1.792,2.5,2,1,0.08,24
304.045,2.96,2.5,4,1,0.61,8
265.848,2.993,2.5,4,1,1.34,15
187.087,2.027,2.5,3,1,0.46,15
220.776,2.421,2.5,4,1,0.48,13
161.19,1.758,2,4,1,0.27,26
184.108,2.702,1.5,5,1,0.35,31
179.524,2.6,2.5,4,1,0.44,18
244.382,2.572,2.5,4,1,1.03,6
213.137,2.498,2.5,5,1,0.53,36
244.441,2.396,2.5,3,1,2,5
263.938,2.641,2.5,4,1,0.34,3
271.578,3.123,2.5,4,1,0.49,14
119.937,2.028,2,3,1,0.5,27
504.119,3.721,2.5,5,1,1.14,14
140.945,1.873,2.5,4,1,0.29,32
236.819,2.608,2.5,4,1,0.58,4
91.672,0.929,1.5,2,0,0.17,21
93.2,0.924,1,2,1,0.31,19
118.409,1.227,2,2,1,0.12,19
180.288,2.294,2.5,5,1,0.4,36
87.852,0.976,2,2,0,0.31,23
237.583,2.762,2.5,4,1,0.46,17
357.138,2.618,1.5,3,1,1.92,1
198.622,2.024,2,3,1,1.55,25
148.967,1.864,1.5,3,1,4,154
133.688,1.78,2.5,2,0,0.1,25
156.53,1.734,2.5,4,1,0.39,29
178.76,2.014,1.5,3,1,0.31,32
103.633,1.314,1.5,2,0,0.21,21
182.334,2.262,2.5,4,1,0.53,24
204.661,1.927,2,3,1,0.33,3
74.422,2.708,2,4,0,1.2,21
161.496,1.91,2.5,4,0,0.36,20
89.306,1.48,1.5,3,0,0.21,19
152.491,1.875,2.5,4,1,0.71,31
160.007,1.665,2,4,1,0.29,27
212.103,2.17,2.5,3,1,0.25,3
171.171,1.822,1.5,3,0,0.34,12
171.171,1.784,1.5,3,0,0.51,104
162.612,1.348,2,2,1,0.36,11
95.26,1.48,1.5,3,1,0.07,15
130.239,1.052,1.5,2,1,0.23,15
125.029,1.836,2,3,0,0.35,27
137.681,1.728,1.5,4,0,1.84,12
175.084,2.214,2.5,3,1,0.46,22
328.491,2.733,2.5,4,1,0.47,3
282.655,2.931,3.5,4,1,0.46,12
292.524,2.9,2.5,4,1,0.46,1
140.658,2.254,1.5,4,1,0.43,31
215.824,2.056,2.5,4,1,0.61,2
165.957,1.212,1,2,1,2,87
177.998,2.564,2.5,4,1,0.57,34
260.887,2.176,2,3,1,0,36
325.262,3.496,2.5,4,1,1.94,7
114.827,1.332,1,3,1,0.02,45
96.958,1.244,1.5,4,0,0.69,53
104.339,1.29,2,3,0,1.19,16
146.609,1.989,1.5,4,1,0.39,104
150.798,1.212,1.5,3,0,1,6
207.347,2.119,2.5,4,1,0.9,14
199.9,1.808,1.5,2,1,2,6
133.199,1.716,2,4,1,0.69,4
167.253,1.872,2,3,1,1.55,16
97.682,1.548,1.5,3,0,0.31,85
79.17,1.536,2,3,0,0.15,105
112.877,1.38,1,3,0,0.14,3
78.191,1.08,2,3,0,1,15
110.738,1.8,1.5,3,0,0.36,83
101.227,1.754,1,4,0,0.1,110
69.463,1.17,1,2,0,0.09,110
167.319,2.088,2,3,1,0.9,2
151.95,1.89,2,4,1,0.69,30
188.497,1.742,2.5,3,1,0.4,5
108.002,1.544,2,3,0,0.4,72
104.371,1.463,1.5,3,0,0.42,125
69.814,0.84,1,1,1,0.18,57
116.938,0.988,1,3,0,0.26,10
200.791,1.68,2.5,3,1,0.46,4
162.631,1.804,2.5,3,1,0.37,2
166.222,1.498,1.5,3,0,0.77,10
146.978,1.656,1.5,3,1,0.42,18
156.82,1.72,2,3,1,3.8,27
170.534,1.82,2.5,3,1,2.06,18
209.371,2.076,2.5,3,1,0.62,13
153.59,1.82,1.5,4,1,0.34,45
124.585,1.468,1,4,0,0.34,51
122.044,1.637,1.5,3,0,0.76,54
224.668,2.526,2.5,4,1,5.89,1
116.589,1.322,1,3,0,0.67,63
179.572,1.736,1.5,3,1,0.55,17
190.444,1.836,2,3,1,0.43,0
213.249,1.643,2.5,3,1,0.41,3
181.399,1.842,1.5,3,0,0.53,8
193.565,2.167,2.5,3,1,0.37,8
148.231,1.475,1.5,3,0,0.42,21
337.918,3.026,4,4,1,1.34,1
124.669,1.092,1.5,3,0,0.35,35
167.975,2.311,2.5,4,1,0.3,20
90.446,1.256,1.5,3,0,0.21,19
101.23,1.04,1,3,0,0.47,12
91.386,1.12,1,3,0,0.11,14
149.078,1.664,1.5,3,0,0.46,14
121.973,2.268,1,3,0,3,25
123.827,1.302,2,3,0,0.25,35
109.259,1.239,1,3,1,0.37,33
473.938,0.78,1.5,2,0,0.19,55
107.766,1.272,1,3,1,0.38,43
578.856,2.472,2.5,3,1,0,6
191.746,1.666,1,3,0,0.18,140
146.161,0.984,1,3,1,0.3,41
140.238,1.322,1,3,0,1,130
506.149,2.586,3,4,1,0.21,3
107.513,1.008,1,3,0,0.22,38
157.43,1.092,1,3,1,0.28,41
330.219,2.576,2.5,3,1,0.55,31
432.845,3.25,2.5,3,1,0.53,23
240.857,1.445,1.5,3,1,0.2,17
251.259,1.932,2,3,1,0.5,0
169.647,1.43,2.5,3,0,0.16,5
205.95,1.474,2,3,1,0.14,29
338.596,1.908,3.5,4,1,0.24,17
268.783,2.329,2,5,0,0.17,72
118.585,0.936,1,3,0,0.24,35
113.74,1.92,1,3,1,0.27,34
257.499,1.675,2.5,2,1,0.04,18
152.466,1.6,2,4,0,0.46,35
114.519,1.428,2,3,0,0.16,85
247.839,1.536,1.5,3,1,0.01,66
181.516,1.924,2,3,0,1.04,16
138.914,1.576,1.5,3,0,0.19,18
108.421,1.288,1,3,0,0.34,32
107.411,0.84,1,2,0,0.21,2
166.019,1.11,1,3,1,0.06,115
93.174,0.784,1,1,0,0.16,44
599.701,5.114,4.5,5,1,0.34,131
231.749,1.98,2,3,0,0.22,6
137.22,1.29,1.5,3,1,0.14,16
279.522,2,2.5,3,1,0.39,4
250.723,2.49,2.5,4,1,0.3,4
452.745,1.764,2.5,4,1,0.17,85
142.057,0.952,1,3,0,0.13,102
111.546,1.56,1,3,0,0.3,31
262.461,2.932,2.5,4,1,0.46,31
492.114,2.563,2,4,0,0.17,55
298.549,2.31,3,2,1,0.25,23
156.164,1.792,2.5,3,0,0.29,6
183.657,1.25,1.5,4,0,0.22,43
160.692,1.5,2,2,1,0.4,18
147.634,0.864,1.5,3,0,0.16,39
236.215,1.392,2.5,3,0,0.13,4
109.249,0.812,1,2,0,0.1,115
139.104,1.76,3,4,0,0.16,135
104.328,0.898,1,2,1,0.61,57
104.984,1.096,1,3,0,0.3,67
90.446,1.2,2,3,0,0.56,10
142.42,2.016,1.5,3,0,0.86,16
52.36,1.31,1.5,4,0,0.24,120
113.796,0.96,1,3,0,0.36,40
104.267,1.056,1,3,0,0.44,47
129.427,1.512,2,3,0,0.46,16
151.95,1.89,2.5,3,0,0.46,27
172.789,1.812,2,3,1,1,16
135.526,1.952,2.5,4,1,0.55,31
148.401,1.856,1.5,3,1,0.6,37
65.615,0.924,1,3,0,3.17,39
283.851,2.346,2.5,4,0,0.54,1
130.782,1.274,1.5,3,0,0.44,14
135.526,1.42,1.5,3,0,0.35,13
184.315,2.296,2.5,4,0,0.58,19
146.329,2.026,2.5,4,1,1,1
55.851,0.99,1.5,2,0,0.08,75
111.809,1.711,1,3,0,0.45,112
88.092,3.944,1,4,1,1.64,185
26.049,1.344,2,3,0,0.92,13
111.702,0.878,1,2,0,0.14,28
232.989,2.248,2.5,4,1,0.58,7
235.62,2.107,1,2,1,0.09,1
119.389,1.364,1.5,2,1,0.07,20
112.153,1.27,1.5,3,1,0.09,18
202.527,2.12,2.5,4,1,0.46,9
150.502,1.668,2,3,1,0.26,18
188.497,2.11,2.5,3,1,1,9
129.155,1.242,2,2,1,0.13,3
117.287,1.04,1,3,0,1.08,39
209.371,2.084,2.5,3,1,0.43,5
99.903,1.36,1,2,0,0.44,79
205.95,2.024,2.5,4,1,0.52,10
127.055,1.019,1.5,2,0,0.24,16
311.709,3.028,2.5,5,1,0.66,0
142.302,1.242,2,2,1,0.12,2
177.539,1.528,2.5,3,0,0.46,8
277.828,2.988,2.5,5,1,0.5,9
196.512,1.428,2,3,1,0.39,20
104.984,1.144,1.5,3,1,0.52,44
157.411,1.666,2.5,3,0,0.26,2
295.268,4.534,2.5,6,1,5.08,15
202.751,2.202,2.5,4,1,1.01,6
104.984,1.184,2,3,0,0.16,21
155.929,2.601,2.5,4,1,0.34,19
226.705,2.51,2.5,4,1,0.44,1
271.339,3.056,2.5,5,1,0.57,6
126.082,1.592,1.5,3,1,0.16,18
113.6,1.24,2,3,0,0.16,18
104.556,1.673,2,2,0,0.15,18
167.145,1.852,2.5,4,0,0.44,16
106.365,1.184,2,3,1,0.15,20
238.951,2.641,3,4,1,0.39,1
116.589,1.184,2,3,0,0.16,18
170.345,1.952,2,4,1,0.15,33
218.517,2.038,2.5,3,1,0.98,13
97.739,1.276,2,2,1,0.17,26
105.035,0.908,1,2,0,0.17,21
233.876,2.434,2.5,4,1,1,20
104.651,0.912,1.5,2,1,0.17,19
212.932,2.494,2.5,3,1,0.53,13
278.906,2.96,2.5,4,1,0.37,1
160.571,1.294,1.5,3,1,0.32,17
184.315,2.152,2.5,3,0,0.3,8
100.967,0.988,1,2,0,0.15,20
220.261,2.712,2.5,4,0,0.5,1
189.665,2.203,2.5,3,1,0.57,1
240.59,3.001,2.5,4,1,0.31,1
169.407,2.31,2.5,4,1,0.47,33
127.394,2.04,2.5,5,0,0.07,127
222.576,3.144,2.5,4,1,0.49,1
200.51,1.806,2,4,0,0.8,40
155.787,1.54,1.5,3,0,0.43,16
186.348,2.011,2.5,4,1,0.37,14
217.868,3.344,3.5,4,1,0.36,1
208.635,2.714,3,4,0,0.55,1
82.019,1.518,1,3,0,0.04,130
183.066,1.836,2.5,3,0,0.44,9
236.215,2.066,2.5,3,1,0.39,2
150.849,1.423,1.5,3,1,0.34,9
178.216,1.512,2,3,1,0.77,12
196.846,2.144,2.5,3,1,0.92,19
135.167,1.61,2,3,0,0.1,17
65.55,1.196,1.5,4,0,0.15,56
143.697,1.376,1.5,3,1,0.53,14
112.153,1.834,2,4,0,0.43,65
163.31,1.72,1.5,3,0,0.36,19
117.907,1.295,1.5,3,0,0.13,125
49.211,0.8,1,2,0,0.46,55
187.003,1.868,2.5,3,1,0.36,13
135.823,1.946,1.5,4,0,0.38,18
113.514,1.142,2,2,1,0.76,40
102.53,1.202,1.5,2,0,0.15,18
75.975,1.3,2,3,1,0.49,227
128.434,1.508,1.5,3,1,0.31,19
185.487,2.271,2.5,3,1,0.35,1
126.082,1.592,1.5,3,1,0.16,18
98.333,0.912,1.5,2,0,0.16,18
104.556,1.673,2,2,0,0.15,18
157.081,2.31,2.5,4,1,0.55,33
92.852,0.912,1.5,2,0,0.15,20
238.951,2.641,3,4,1,0.39,1
242.952,1.708,2,2,1,0.17,14
75.399,0.988,1,2,0,0.15,20
220.765,2.058,2.5,3,1,0.31,1
163.992,2.31,2.5,4,1,0.45,33
233.876,2.434,2.5,4,1,1,20
160.571,1.612,2,3,1,0.95,15
251.699,3.081,2.5,4,1,0.3,1
102.626,1.227,1,3,1,0.24,115
203.478,2.762,3,4,1,0.54,1
354.739,3.982,4.5,4,1,5.61,6
184.654,2.212,2.5,4,1,0.32,18
125.361,1.173,1,3,1,0.45,16
237.062,2.604,2.5,4,1,0.33,0
155.787,1.54,1.5,3,0,0.43,16
236.829,2.472,3.5,4,1,0.31,0
107.743,1.184,1.5,2,0,0.16,18
210.743,2.12,2.5,3,0,0.54,10
216.841,2.472,2.5,3,1,0.33,0
118.517,1.592,1.5,3,0,0.17,18
116.795,1.404,1.5,3,1,0.48,28
158.789,3.344,2.5,4,1,0.37,0
200.126,1.69,2.5,3,1,0.46,5
178.216,1.512,2,3,1,0.77,12
101.375,1.82,1.5,4,0,0.54,35
103.672,1.476,2,3,0,0.66,6
110.234,1.652,1.5,3,1,0.38,105
206.931,2.331,2.5,4,1,1,1
89.893,0.96,1,2,0,0.36,48
31.113,1.54,1,2,0,0.04,115
59.043,1.668,1.5,4,0,0.06,115
94.064,0.912,1,3,0,0.35,37
50.483,0.743,1,3,0,0.05,105
253.433,3.021,2.5,4,1,0.72,21
144.335,1.274,2,3,1,0.48,20
54.21,0.792,1,2,0,0.4,55
93.895,0.96,1,3,0,0.26,48
130.574,1.6,1,3,0,0.27,57
94.486,1.15,1,3,0,0.34,45
109.577,1.456,1.5,3,0,0.15,155
253.973,2.464,2.5,4,1,1,2
326.33,1.326,1,3,0,2,52
284.154,2.808,2.5,4,1,0.6,1
115.771,1.479,1.5,3,0,0.06,17
201.876,2.498,2.5,4,1,0.43,38
466.702,4.14,3.5,6,1,0.9,30
99.491,1.064,1,3,0,0.31,45
151.95,1.792,2,3,1,0.64,17
278.936,3.121,3,4,1,0.62,0
101.23,1.032,1,2,1,0.12,23
223.055,2.668,2.5,4,1,0.3,0
237.716,2.996,2.5,4,1,0.35,1
180.817,1.815,2.5,3,1,0.46,11
101.23,1.281,1,2,0,0.19,8
181.516,2.204,1.5,4,1,0.48,31
191.988,2.096,3,3,1,0.28,18
183.61,2.57,2.5,5,1,0.6,28
237.367,2.936,2.5,4,1,0.33,6
296.708,3.21,2.5,3,1,1,15
272.902,3.02,2.5,4,1,0.41,1
196.875,2.086,2.5,4,1,0.47,17
139.627,1.98,1,4,0,7.16,205
129.155,1.26,1.5,2,1,0.06,27
198.969,1.938,2.5,3,1,0.63,26
205.95,2.284,2.5,4,1,0.56,18
208.743,1.804,2.5,3,1,0.23,4
112.4,1.375,1.5,2,1,0.06,20
174.534,2.226,2.5,4,1,0.43,31
106.117,1.48,1.5,3,0,0.08,21
107.743,1.228,1.5,3,0,0.21,21
154.499,1.886,1.5,3,1,0.28,31
136.203,1.479,1.5,2,1,0.06,20
379.472,3.44,4,5,1,0.77,1
189.736,2.588,2.5,4,1,0.35,31
308.253,2.88,2.5,4,1,0.66,9
134.171,2.133,1.5,4,1,0.28,34
120.279,1.056,1,2,0,0.34,5
112.825,1.314,1.5,2,1,0.06,20
251.4,2.741,2.5,4,1,0.26,2
125.361,1.326,1.5,2,1,0.06,19
94.868,1.38,1,4,0,0.89,105
110.182,1.48,1.5,3,1,0.29,20
180.927,2.05,1.5,4,0,0.31,33
233.714,2.338,2.5,4,1,0.47,16
172.795,1.91,2.5,4,0,0.41,21
150.772,1.652,2,3,1,0.48,20
329.328,3.542,3.5,4,1,0.56,1
88.092,0.929,1.5,2,0,0.18,22
187.026,1.831,2,3,1,0.47,19
132.138,1.468,1.5,2,1,1.11,161
163.986,2.039,2.5,4,1,0.52,18
159.92,1.794,2,3,0,0.15,37
150.434,1.666,1.5,4,0,0.56,38
216.53,2.388,2.5,4,1,0.83,20
262.461,2.505,2.5,4,1,0.03,1
206.688,2.284,2.5,4,1,0.46,17
190.284,1.879,2.5,3,1,0.27,5
157.476,1.664,2,3,1,0.49,34
347.761,3.82,4.5,4,1,1.4,18
262.461,2.809,2.5,4,0,0.25,2
194.877,2.066,2.5,4,1,0.65,35
166.335,1.664,2,3,1,0.51,37
193.565,2.35,2.5,3,1,0.3,15
232.934,2.116,2.5,3,1,0.55,20
108.593,1.48,1.5,3,0,0.08,19
124.013,1.524,1.5,3,0,0.71,180
100.938,1.034,1.5,3,0,0.16,15
94.064,1.48,2.5,2,1,0.18,16
109.042,0.88,1,3,0,0.34,56
159.175,1.512,2,3,0,0.25,12
94.667,0.912,1,3,0,0.51,34
150.434,1.611,2,4,1,0.17,83
149.756,1.47,2.5,3,1,0.23,11
218.475,2.748,2.5,4,1,0.17,0
172.795,1.512,1.5,3,1,0.18,15
158.565,1.512,1.5,3,0,0.3,14
60.309,2.039,1,3,0,0.24,55
98.256,1.48,2.5,2,1,0.07,16
238.832,2.872,3,5,1,0.21,0
140.269,1.244,1.5,2,1,0.28,13
98.423,1.355,1,3,0,0.47,60
131.165,1.564,2,3,0,0.24,13
93.174,1.022,1,3,0,0.44,55
93.895,1.48,1.5,3,1,0.22,17
213.249,1.904,2,2,1,2,2
149.078,1.592,1.5,3,1,0.64,9
155.855,1.332,1.5,3,1,0.86,9
101.375,0.96,1,3,0,0.46,19
260.485,2.143,2.5,3,0,0.1,6
108.958,1.514,1.5,3,0,0.17,19
228.291,1.986,2.5,3,1,0.36,1
214.749,2.286,2.5,4,1,0.49,11
256.417,2.752,3,5,1,0.94,9
173.082,1.656,2.5,3,1,0.35,18
295.426,3.37,3,4,1,0.11,11
193.774,1.932,2.5,4,1,0.41,4
100.003,1.184,2,3,0,0.16,19
222.33,2.712,3,5,1,0.43,1
197.35,2.5,3.5,4,1,0.21,1
95.708,0.912,1.5,2,0,0.16,20
249.25,2.604,2.5,4,1,0.27,1
157.055,1.836,1.5,4,1,0.36,106
102.287,0.882,1.5,3,0,0.18,71
178.851,2.002,2.5,4,1,1.03,14
95.708,0.912,1.5,2,0,0.16,20
135.901,1.508,1.5,3,0,0.34,21
44.873,0.882,1.5,3,0,0.18,71
182.056,2.396,2.5,4,1,0.27,28
205.07,2.46,2.5,4,1,0.5,1
201.928,2.322,2.5,4,1,0.42,22
108.785,1.48,1.5,3,0,0.07,22
270.841,2.306,2.5,3,1,0.79,1
185.902,2.756,2.5,4,1,0.39,33
150.581,1.664,2,3,1,0.49,33
479.67,3.956,2.5,4,1,1,15
285.769,3.125,2.5,4,1,0.53,3
247.125,2.835,3,4,1,0.52,1
203.24,2.464,2.5,4,1,0.58,42
207.751,2.628,2.5,3,1,1,20
124.939,1.099,1,2,0,0.39,9
80.13,1.225,1,3,1,0.24,48
227.314,2.764,2.5,4,1,0.07,1
199.733,0.84,1,2,0,0.35,50
49.564,1.363,2,3,0,2.4,39
106.95,1.472,1,3,1,0.93,28
158.338,1.836,2.5,3,1,1,15
169.876,1.774,2.5,3,1,0.36,1
147.44,1.59,2.5,3,0,0.42,3
208.339,2.109,2.5,2,0,0.26,1
148.496,1.47,1.5,3,0,0.35,12
197.956,2.314,2.5,4,1,0.01,1
67.951,1.04,1,2,0,0.17,19
121.798,1.308,1,3,0,0.46,29
242.955,1.954,1.5,2,1,0.22,66
455.14,1.764,2.5,4,1,0.17,86
217.314,2.498,2.5,4,1,0.3,14
141.029,1.874,2.5,3,1,0.54,31
318.121,2.892,3.5,4,1,7.76,1
153.85,2.4,2,3,0,2.26,26
88.092,1.572,1.5,4,1,0.06,50
124.939,1.678,2.5,3,1,0.27,1
107.973,1.388,1,3,0,0.23,60
119.875,1.512,1.5,4,1,1,61
66.027,1.653,2,3,0,0.48,79
182.649,1.758,2.5,3,1,0.27,1
206.48,2.31,2.5,3,0,1,18
107.695,1.802,2,4,1,0.97,56
236.737,3.239,3.5,4,1,2.5,1
154.829,1.44,2,2,1,0.61,66
179.492,2.03,2.5,3,1,1,3
